School,Score,Latitude,Longitude,Suburb,Post,geometry
Keilor Primary School,91,-37.7169452,144.835844,Keilor,3036,POINT (144.835844 -37.7169452)
Overnewton Anglican Community College,90,-37.7041262,144.8221591,Keilor,3036,POINT (144.8221591 -37.7041262)
St Augustine's Primary School,81,-37.710894,144.81969,Keilor,3036,POINT (144.81969 -37.710894)
St Mary's Coptic Orthodox College,80,-37.6555274,144.9323847,Meadow Heights,3048,POINT (144.9323847 -37.6555274)
Bethal Primary School,65,-37.6588755,144.9177759,Meadow Heights,3048,POINT (144.9177759 -37.6588755)
Meadow Heights Primary School,64,-37.6508221,144.9258237,Meadow Heights,3048,POINT (144.9258237 -37.6508221)
Coolaroo South Primary School,64,-37.6618425,144.9327619,Meadow Heights,3048,POINT (144.9327619 -37.6618425)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Mickleham,3064,POINT (144.8920155 -37.5639147)
Craigieburn South Primary School,80,-37.60878865,144.934577752219,Mickleham,3064,POINT (144.934577752219 -37.60878865)
Willmott Park Primary School,79,-37.5962186,144.9219729,Mickleham,3064,POINT (144.9219729 -37.5962186)
Roxburgh Homestead Primary School,76,-37.6342287,144.9157325,Mickleham,3064,POINT (144.9157325 -37.6342287)
Roxburgh Park Primary School,73,-37.6353184,144.930851,Mickleham,3064,POINT (144.930851 -37.6353184)
Our Lady's Primary School,70,-37.5985879,144.9303908,Mickleham,3064,POINT (144.9303908 -37.5985879)
Craigieburn Primary School,67,-37.5826189,144.932522044765,Mickleham,3064,POINT (144.932522044765 -37.5826189)
Roxburgh Rise Primary School,66,-37.61617469999999,144.9227706,Mickleham,3064,POINT (144.9227706 -37.61617469999999)
Mickleham Primary School,66,-37.5619765,144.8766867,Mickleham,3064,POINT (144.8766867 -37.5619765)
Good Samaritan Catholic Primary School,66,-37.6229664,144.9345857,Mickleham,3064,POINT (144.9345857 -37.6229664)
Hume Anglican Grammar,89,-37.5639147,144.8920155,Roxburgh Park,3064,POINT (144.8920155 -37.5639147)
Craigieburn South Primary School,80,-37.60878865,144.934577752219,Roxburgh Park,3064,POINT (144.934577752219 -37.60878865)
Willmott Park Primary School,79,-37.5962186,144.9219729,Roxburgh Park,3064,POINT (144.9219729 -37.5962186)
Roxburgh Homestead Primary School,76,-37.6342287,144.9157325,Roxburgh Park,3064,POINT (144.9157325 -37.6342287)
Roxburgh Park Primary School,73,-37.6353184,144.930851,Roxburgh Park,3064,POINT (144.930851 -37.6353184)
Our Lady's Primary School,70,-37.5985879,144.9303908,Roxburgh Park,3064,POINT (144.9303908 -37.5985879)
Craigieburn Primary School,67,-37.5826189,144.932522044765,Roxburgh Park,3064,POINT (144.932522044765 -37.5826189)
Roxburgh Rise Primary School,66,-37.61617469999999,144.9227706,Roxburgh Park,3064,POINT (144.9227706 -37.61617469999999)
Mickleham Primary School,66,-37.5619765,144.8766867,Roxburgh Park,3064,POINT (144.8766867 -37.5619765)
Good Samaritan Catholic Primary School,66,-37.6229664,144.9345857,Roxburgh Park,3064,POINT (144.9345857 -37.6229664)
Goonawarra Primary School,84,-37.5805567,144.750862,Sunbury,3429,POINT (144.750862 -37.5805567)
Sunbury Primary School,83,-37.5978981,144.7270488,Sunbury,3429,POINT (144.7270488 -37.5978981)
St Anne's Primary School,82,-37.5685698,144.7160808,Sunbury,3429,POINT (144.7160808 -37.5685698)
Kismet Park Primary School,78,-37.5645123,144.7289233,Sunbury,3429,POINT (144.7289233 -37.5645123)
Killara Primary School,77,-37.5644655,144.6985239,Sunbury,3429,POINT (144.6985239 -37.5644655)
Sunbury West Primary School,75,-37.5805404,144.7087984,Sunbury,3429,POINT (144.7087984 -37.5805404)
Red Rock Christian College,73,-37.5186927,144.7061002,Sunbury,3429,POINT (144.7061002 -37.5186927)
Our Lady of Mount Carmel School,72,,,Sunbury,3429,POINT (nan nan)
Sunbury Heights Primary School,70,-37.5805932,144.7046182,Sunbury,3429,POINT (144.7046182 -37.5805932)
Tullamarine Primary School,85,-37.703577,144.8794752,Tullamarine,3043,POINT (144.8794752 -37.703577)
School of the Good Shepherd,78,-37.6918189,144.8903958,Tullamarine,3043,POINT (144.8903958 -37.6918189)
Gladstone Views Primary School,78,-37.698789,144.8883594,Tullamarine,3043,POINT (144.8883594 -37.698789)
Gladstone Park Primary School,77,,,Tullamarine,3043,POINT (nan nan)
Westmeadows Primary School,77,-37.6771294,144.8951285,Westmeadows,3049,POINT (144.8951285 -37.6771294)
Goonawarra Primary School,84,-37.5805567,144.750862,Wildwood,3429,POINT (144.750862 -37.5805567)
Sunbury Primary School,83,-37.5978981,144.7270488,Wildwood,3429,POINT (144.7270488 -37.5978981)
St Anne's Primary School,82,-37.5685698,144.7160808,Wildwood,3429,POINT (144.7160808 -37.5685698)
Kismet Park Primary School,78,-37.5645123,144.7289233,Wildwood,3429,POINT (144.7289233 -37.5645123)
Killara Primary School,77,-37.5644655,144.6985239,Wildwood,3429,POINT (144.6985239 -37.5644655)
Sunbury West Primary School,75,-37.5805404,144.7087984,Wildwood,3429,POINT (144.7087984 -37.5805404)
Red Rock Christian College,73,-37.5186927,144.7061002,Wildwood,3429,POINT (144.7061002 -37.5186927)
Our Lady of Mount Carmel School,72,,,Wildwood,3429,POINT (nan nan)
Sunbury Heights Primary School,70,-37.5805932,144.7046182,Wildwood,3429,POINT (144.7046182 -37.5805932)
Hartwell Primary School,99,-37.8481415,145.0847155,Camberwell,3124,POINT (145.0847155 -37.8481415)
Essendon Primary School,92,,,Aberfeldie,3040,POINT (nan nan)
Our Lady of the Nativity School,91,,,Aberfeldie,3040,POINT (nan nan)
Aberfeldie Primary School,90,-37.7566129,144.8956457,Aberfeldie,3040,POINT (144.8956457 -37.7566129)
Resurrection School,89,,,Aberfeldie,3040,POINT (nan nan)
St Therese's School,88,,,Aberfeldie,3040,POINT (nan nan)
St Christopher's School,87,-37.7254701,144.8741399,Airport West,3042,POINT (144.8741399 -37.7254701)
St John Bosco's School,84,-37.743631,144.885189,Airport West,3042,POINT (144.885189 -37.743631)
Niddrie Primary School,82,-37.7311971,144.8790995,Airport West,3042,POINT (144.8790995 -37.7311971)
St Margaret's Primary School,92,-37.767232,144.899634,Ascot Vale,3032,POINT (144.899634 -37.767232)
St Mary's Primary School,87,,,Ascot Vale,3032,POINT (nan nan)
Ascot Vale Primary School,77,-37.774252,144.9265319,Ascot Vale,3032,POINT (144.9265319 -37.774252)
Ascot Vale West Primary School,67,-37.7834409,144.9067377,Ascot Vale,3032,POINT (144.9067377 -37.7834409)
Lighthouse Christian College,99,-38.1150304,145.2977981,Cannons Creek,3977,POINT (145.2977981 -38.1150304)
Essendon Primary School,92,,,Essendon,3040,POINT (nan nan)
Our Lady of the Nativity School,91,,,Essendon,3040,POINT (nan nan)
Aberfeldie Primary School,90,-37.7566129,144.8956457,Essendon,3040,POINT (144.8956457 -37.7566129)
Resurrection School,89,,,Essendon,3040,POINT (nan nan)
St Therese's School,88,,,Essendon,3040,POINT (nan nan)
Strathmore North Primary School,95,-37.7229979,144.9128147,Essendon North,3041,POINT (144.9128147 -37.7229979)
St Vincent de Paul School,91,,,Essendon North,3041,POINT (nan nan)
Essendon North Primary School,91,-37.744181,144.9096691,Essendon North,3041,POINT (144.9096691 -37.744181)
Strathmore Primary School,84,-37.7353597,144.9143914,Essendon North,3041,POINT (144.9143914 -37.7353597)
Camberwell Girls Grammar School,100,,,Canterbury,3126,POINT (nan nan)
Essendon Primary School,92,,,Essendon West,3040,POINT (nan nan)
Our Lady of the Nativity School,91,,,Essendon West,3040,POINT (nan nan)
Aberfeldie Primary School,90,-37.7566129,144.8956457,Essendon West,3040,POINT (144.8956457 -37.7566129)
Resurrection School,89,,,Essendon West,3040,POINT (nan nan)
St Therese's School,88,,,Essendon West,3040,POINT (nan nan)
Camberwell Grammar School,99,-37.8161863,145.0622465,Canterbury,3126,POINT (145.0622465 -37.8161863)
Keilor Heights Primary School,90,-37.7377447,144.8677634,Keilor East,3033,POINT (144.8677634 -37.7377447)
St Peter's School,82,,,Keilor East,3033,POINT (nan nan)
Moonee Ponds Primary School,95,,,Moonee Ponds,3039,POINT (nan nan)
St Monica's Primary School,94,-37.7594198,144.922126365825,Moonee Ponds,3039,POINT (144.922126365825 -37.7594198)
Moonee Ponds West Primary School,86,-37.769253,144.9195309,Moonee Ponds,3039,POINT (144.9195309 -37.769253)
St Christopher's School,87,-37.7254701,144.8741399,Niddrie,3042,POINT (144.8741399 -37.7254701)
St John Bosco's School,84,-37.743631,144.885189,Niddrie,3042,POINT (144.885189 -37.743631)
Niddrie Primary School,82,-37.7311971,144.8790995,Niddrie,3042,POINT (144.8790995 -37.7311971)
Strathmore North Primary School,95,-37.7229979,144.9128147,Strathmore,3041,POINT (144.9128147 -37.7229979)
St Vincent de Paul School,91,,,Strathmore,3041,POINT (nan nan)
Essendon North Primary School,91,-37.744181,144.9096691,Strathmore,3041,POINT (144.9096691 -37.744181)
Strathmore Primary School,84,-37.7353597,144.9143914,Strathmore,3041,POINT (144.9143914 -37.7353597)
St Margaret's Primary School,92,-37.767232,144.899634,Travancore,3032,POINT (144.899634 -37.767232)
St Mary's Primary School,87,,,Travancore,3032,POINT (nan nan)
Ascot Vale Primary School,77,-37.774252,144.9265319,Travancore,3032,POINT (144.9265319 -37.774252)
Ascot Vale West Primary School,67,-37.7834409,144.9067377,Travancore,3032,POINT (144.9067377 -37.7834409)
St Margaret Mary's School,89,,,Brunswick,3056,POINT (nan nan)
Strathcona Baptist Girls' Grammar School,99,,,Canterbury,3126,POINT (nan nan)
Brunswick South Primary School,94,-37.77889525,144.972418973166,Brunswick East,3057,POINT (144.972418973166 -37.77889525)
Brunswick East Primary School,89,-37.764883,144.9756569,Brunswick East,3057,POINT (144.9756569 -37.764883)
Brunswick South West Primary School,94,-37.7706991,144.9436565,Brunswick West,3055,POINT (144.9436565 -37.7706991)
St Joseph's School,93,-37.7620967210526,144.943416784211,Brunswick West,3055,POINT (144.943416784211 -37.7620967210526)
Brunswick North Primary School,92,-37.768204,144.9488526,Brunswick West,3055,POINT (144.9488526 -37.768204)
Brunswick North West Primary School,90,-37.7568207,144.9441296,Brunswick West,3055,POINT (144.9441296 -37.7568207)
Coburg North Primary School,94,-37.7368559,144.9579814,Coburg,3058,POINT (144.9579814 -37.7368559)
Coburg West Primary School,93,-37.7469646,144.9482289,Coburg,3058,POINT (144.9482289 -37.7469646)
St Paul's Parish Primary School,91,,,Coburg,3058,POINT (nan nan)
St Bernard's Primary School,81,,,Coburg,3058,POINT (nan nan)
St Fidelis' Primary School,81,-37.7496644,144.9511203,Coburg,3058,POINT (144.9511203 -37.7496644)
Moreland Primary School,79,-37.7526772,144.9408255,Coburg,3058,POINT (144.9408255 -37.7526772)
Coburg Primary School,75,-37.7403424,144.9567397,Coburg,3058,POINT (144.9567397 -37.7403424)
Coburg North Primary School,94,-37.7368559,144.9579814,Coburg North,3058,POINT (144.9579814 -37.7368559)
Coburg West Primary School,93,-37.7469646,144.9482289,Coburg North,3058,POINT (144.9482289 -37.7469646)
St Paul's Parish Primary School,91,,,Coburg North,3058,POINT (nan nan)
St Bernard's Primary School,81,,,Coburg North,3058,POINT (nan nan)
St Fidelis' Primary School,81,-37.7496644,144.9511203,Coburg North,3058,POINT (144.9511203 -37.7496644)
Moreland Primary School,79,-37.7526772,144.9408255,Coburg North,3058,POINT (144.9408255 -37.7526772)
Coburg Primary School,75,-37.7403424,144.9567397,Coburg North,3058,POINT (144.9567397 -37.7403424)
Darul Ulum College of Victoria,87,,,Fawkner,3060,POINT (nan nan)
Fawkner Primary School,80,-37.7157639,144.9703702,Fawkner,3060,POINT (144.9703702 -37.7157639)
St Matthew's Primary School,75,-37.6977596,144.9684948,Fawkner,3060,POINT (144.9684948 -37.6977596)
Moomba Park Primary School,69,-37.6967837,144.966502537127,Fawkner,3060,POINT (144.966502537127 -37.6967837)
St Mark's Primary School,65,,,Fawkner,3060,POINT (nan nan)
St Thomas More's School,87,,,Glenroy,3046,POINT (nan nan)
Glenroy Central Primary School,85,,,Glenroy,3046,POINT (nan nan)
Oak Park Primary School,85,-37.7153478,144.9156758,Glenroy,3046,POINT (144.9156758 -37.7153478)
St Francis de Sales School,79,-37.7174247,144.9196088,Glenroy,3046,POINT (144.9196088 -37.7174247)
Glenroy West Primary School,78,-37.7047933,144.9082256,Glenroy,3046,POINT (144.9082256 -37.7047933)
Corpus Christi Primary School,68,-37.7029215,144.9235742,Glenroy,3046,POINT (144.9235742 -37.7029215)
Belle Vue Park Primary School,64,-37.7017973,144.9452354,Glenroy,3046,POINT (144.9452354 -37.7017973)
Glenroy Private,63,,,Glenroy,3046,POINT (nan nan)
Tullamarine Primary School,85,-37.703577,144.8794752,Gowanbrae,3043,POINT (144.8794752 -37.703577)
School of the Good Shepherd,78,-37.6918189,144.8903958,Gowanbrae,3043,POINT (144.8903958 -37.6918189)
Gladstone Views Primary School,78,-37.698789,144.8883594,Gowanbrae,3043,POINT (144.8883594 -37.698789)
Gladstone Park Primary School,77,,,Gowanbrae,3043,POINT (nan nan)
St Thomas More's School,87,,,Hadfield,3046,POINT (nan nan)
Glenroy Central Primary School,85,,,Hadfield,3046,POINT (nan nan)
Oak Park Primary School,85,-37.7153478,144.9156758,Hadfield,3046,POINT (144.9156758 -37.7153478)
St Francis de Sales School,79,-37.7174247,144.9196088,Hadfield,3046,POINT (144.9196088 -37.7174247)
Glenroy West Primary School,78,-37.7047933,144.9082256,Hadfield,3046,POINT (144.9082256 -37.7047933)
Corpus Christi Primary School,68,-37.7029215,144.9235742,Hadfield,3046,POINT (144.9235742 -37.7029215)
Belle Vue Park Primary School,64,-37.7017973,144.9452354,Hadfield,3046,POINT (144.9452354 -37.7017973)
Glenroy Private,63,,,Hadfield,3046,POINT (nan nan)
St Thomas More's School,87,,,Oak Park,3046,POINT (nan nan)
Glenroy Central Primary School,85,,,Oak Park,3046,POINT (nan nan)
Oak Park Primary School,85,-37.7153478,144.9156758,Oak Park,3046,POINT (144.9156758 -37.7153478)
St Francis de Sales School,79,-37.7174247,144.9196088,Oak Park,3046,POINT (144.9196088 -37.7174247)
Glenroy West Primary School,78,-37.7047933,144.9082256,Oak Park,3046,POINT (144.9082256 -37.7047933)
Corpus Christi Primary School,68,-37.7029215,144.9235742,Oak Park,3046,POINT (144.9235742 -37.7029215)
Belle Vue Park Primary School,64,-37.7017973,144.9452354,Oak Park,3046,POINT (144.9452354 -37.7017973)
Glenroy Private,63,,,Oak Park,3046,POINT (nan nan)
Pascoe Vale South Primary School,90,-37.744932,144.9333767,Pascoe Vale,3044,POINT (144.9333767 -37.744932)
Antonine College,85,-37.7409169,144.9430694,Pascoe Vale,3044,POINT (144.9430694 -37.7409169)
Pascoe Vale Primary School,84,-37.7305633,144.9301731,Pascoe Vale,3044,POINT (144.9301731 -37.7305633)
St Oliver Plunkett School,80,,,Pascoe Vale,3044,POINT (nan nan)
Pascoe Vale North Primary School,80,-37.7205221,144.9440318,Pascoe Vale,3044,POINT (144.9440318 -37.7205221)
Westbreen Primary School,67,-37.7163197,144.934858,Pascoe Vale,3044,POINT (144.934858 -37.7163197)
Arthurs Creek Primary School,87,-37.5793509,145.2023352,Cottles Bridge,3099,POINT (145.2023352 -37.5793509)
Hurstbridge Primary School,82,-37.6364858,145.197844,Cottles Bridge,3099,POINT (145.197844 -37.6364858)
Diamond Creek East Primary School,89,-37.6718333,145.1682834,Diamond Creek,3089,POINT (145.1682834 -37.6718333)
Diamond Creek Primary School,80,-37.6710561,145.1496279,Diamond Creek,3089,POINT (145.1496279 -37.6710561)
Sacred Heart School,78,,,Diamond Creek,3089,POINT (nan nan)
Doreen Primary School,93,-37.6054935,145.1384457,Doreen,3754,POINT (145.1384457 -37.6054935)
Plenty Valley Christian College,87,-37.6137521,145.14129864636,Doreen,3754,POINT (145.14129864636 -37.6137521)
Gilson College,86,,,Doreen,3754,POINT (nan nan)
Laurimar Primary School,78,,,Doreen,3754,POINT (nan nan)
Hazel Glen College,70,,,Doreen,3754,POINT (nan nan)
Canterbury Primary School,96,-37.8305021,145.0829231,Canterbury,3126,POINT (145.0829231 -37.8305021)
Carlton Gardens Primary School,97,-37.8040122,144.9692993,Carlton,3053,POINT (144.9692993 -37.8040122)
Holy Trinity Primary School,95,-37.69859135,145.135343014517,Eltham,3095,POINT (145.135343014517 -37.69859135)
Research Primary School,93,-37.7012158,145.1873497,Eltham,3095,POINT (145.1873497 -37.7012158)
ELTHAM College of Education,89,,,Eltham,3095,POINT (nan nan)
Our Lady Help of Christians School,89,,,Eltham,3095,POINT (nan nan)
Eltham North Primary School,88,-37.703665,145.1534536,Eltham,3095,POINT (145.1534536 -37.703665)
Glen Katherine Primary School,87,-37.6904132,145.1403089,Eltham,3095,POINT (145.1403089 -37.6904132)
Arthurs Creek Primary School,87,-37.5793509,145.2023352,Hurstbridge,3099,POINT (145.2023352 -37.5793509)
Hurstbridge Primary School,82,-37.6364858,145.197844,Hurstbridge,3099,POINT (145.197844 -37.6364858)
Kinglake Primary School,84,,,Kinglake,3763,POINT (nan nan)
Arthurs Creek Primary School,87,-37.5793509,145.2023352,Nutfield,3099,POINT (145.2023352 -37.5793509)
Hurstbridge Primary School,82,-37.6364858,145.197844,Nutfield,3099,POINT (145.197844 -37.6364858)
Panton Hill Primary School,92,-37.6419122,145.2396029,Panton Hill,3759,POINT (145.2396029 -37.6419122)
Carnegie Primary School,98,-37.893763,145.055501,Carnegie,3163,POINT (145.055501 -37.893763)
Murrumbeena Primary School,97,-37.8868487,145.0700748,Carnegie,3163,POINT (145.0700748 -37.8868487)
Holy Trinity Primary School,95,-37.69859135,145.135343014517,Research,3095,POINT (145.135343014517 -37.69859135)
Research Primary School,93,-37.7012158,145.1873497,Research,3095,POINT (145.1873497 -37.7012158)
ELTHAM College of Education,89,,,Research,3095,POINT (nan nan)
Our Lady Help of Christians School,89,,,Research,3095,POINT (nan nan)
Eltham North Primary School,88,-37.703665,145.1534536,Research,3095,POINT (145.1534536 -37.703665)
Glen Katherine Primary School,87,-37.6904132,145.1403089,Research,3095,POINT (145.1403089 -37.6904132)
Shelford Girls' Grammar,99,,,Caulfield,3162,POINT (nan nan)
Wattle Glen Primary School,69,-37.6692024,145.1831362,Wattle Glen,3096,POINT (145.1831362 -37.6692024)
Glenvale School,88,,,Yarrambat,3091,POINT (nan nan)
Yarrambat Primary School,80,-37.6508184,145.1213978,Yarrambat,3091,POINT (145.1213978 -37.6508184)
Kinglake West Primary School,81,-37.481806,145.259659,Eden Park,3757,POINT (145.259659 -37.481806)
Middle Kinglake Primary School,77,-37.5085604,145.3177598,Eden Park,3757,POINT (145.3177598 -37.5085604)
St Mary's Primary School,76,,,Eden Park,3757,POINT (nan nan)
